	stockDate	high	low	open	close	volume
	2012-08-09	21.17	20.61	20.75	21.01	15610700
	2012-08-10	21.82	21.13	21.41	21.81	25794700
	2012-08-13	22.45	21.4	22.15	21.6	24973100
	2012-08-14	21.6	20.25	21.41	20.38	39308800
	2012-08-15	21.41	20.4	20.64	21.2	47861100
	2012-08-16	20.48	19.69	20.44	19.87	157565000
	2012-08-17	20.08	19	20.01	19.05	129293000
	2012-08-20	20.13	18.75	19.05	20.01	101187000
	2012-08-21	19.98	19.09	19.58	19.16	70640600
	2012-08-22	19.53	18.96	19.36	19.44	49892200
	2012-08-23	19.73	19.36	19.5	19.44	32813700
	2012-08-24	19.68	19.25	19.52	19.41	29622200
	2012-08-27	19.53	19.1	19.49	19.15	20704000
	2012-08-28	19.38	18.95	19.1	19.34	25417000
	2012-08-29	19.38	19.07	19.32	19.1	16124700
	2012-08-30	19.45	19.06	19.27	19.09	30647500
	2012-08-31	18.7	18.03	18.68	18.06	58764200
	2012-09-04	18.27	17.55	18.08	17.73	46622400
	2012-09-05	18.75	18.18	18.27	18.58	60781800
	2012-09-06	19.26	18.72	18.74	18.96	46066500
	2012-09-07	19.42	18.78	19.1	18.98	36371700
	2012-09-10	19.2	18.55	19.06	18.81	24797800
	2012-09-11	19.58	18.85	18.92	19.43	50508200
	2012-09-12	21.16	20.28	20.76	20.93	121584000
	2012-09-13	21.48	20.61	20.96	20.71	65041600
	2012-09-14	22.08	20.9	21.13	22	72819800
	2012-09-17	22.75	21.5	22.67	21.52	50667600
	2012-09-18	21.98	21.37	21.6	21.87	36760500
	2012-09-19	23.37	21.77	21.99	23.29	78782800
	2012-09-20	23.24	22.54	23.02	22.59	57248900
	2012-09-21	23.24	22.6	22.97	22.86	51218100
	2012-09-24	21.98	20.36	21.78	20.79	79106500
	2012-09-25	21.21	20.22	21.2	20.28	46291700
	2012-09-26	20.78	19.8	20.15	20.62	38271900
	2012-09-27	21	20.16	20.99	20.32	30215900
	2012-09-28	21.95	20.5	20.57	21.66	65486000
	2012-10-01	22.59	21.73	22.08	21.99	51262700
	2012-10-02	22.49	21.82	22.08	22.27	29341400
	2012-10-03	22.49	21.8	22.3	21.83	32000100
	2012-10-04	22.4	21.41	22.32	21.95	46892100
	2012-10-05	21.63	20.88	21.49	20.91	40529300
	2012-10-08	20.75	20.16	20.4	20.4	32236700
	2012-10-09	20.55	19.97	20.39	20.23	27161800
	2012-10-10	19.94	19.45	19.93	19.64	39321800
	2012-10-11	19.96	19.61	19.88	19.75	21817300
	2012-10-12	19.8	19.48	19.75	19.52	18809400
	2012-10-15	19.88	19.49	19.68	19.52	20189700
	2012-10-16	19.69	19.3	19.68	19.48	21834700
	2012-10-17	20.48	19.37	19.5	19.88	44074500
	2012-10-18	19.79	18.89	19.7	18.98	52157400
	2012-10-19	19.06	18.8	19	19	34835000
	2012-10-22	19.43	19.05	19.2	19.32	32447300
	2012-10-23	19.8	19.1	19.25	19.5	78381200
	2012-10-24	24.25	22.85	24.13	23.23	228950000
	2012-10-25	23.31	22.47	23.29	22.56	76142000
	2012-10-26	22.88	21.88	22.4	21.94	73175800
	2012-10-31	21.5	20.73	20.82	21.11	99378200
	2012-11-01	21.44	21.01	21.08	21.21	37713900
	2012-11-02	21.69	21.07	21.26	21.18	38344400
	2012-11-05	21.48	20.92	21.1	21.25	31806700
	2012-11-06	21.37	20.99	21.24	21.17	29062700
	2012-11-07	20.95	20.37	20.85	20.47	33396800
	2012-11-08	20.73	19.98	20.52	19.99	34254600
	2012-11-09	20	19.13	19.96	19.21	42295500
	2012-11-12	20.17	18.87	19.15	20.07	67349200
	2012-11-13	20.11	19.56	19.61	19.86	71775100
	2012-11-14	22.5	19.93	20.1	22.36	229751000
	2012-11-15	22.5	21.65	22.34	22.17	78857700
	2012-11-16	23.93	22.18	22.25	23.56	107182000
	2012-11-19	24.12	22.82	23.96	22.92	85021300
	2012-11-20	23.9	22.7	22.73	23.1	46655300
	2012-11-21	24.53	23.05	23.22	24.32	89862400
	2012-11-23	24.68	23.88	24.58	24	29520900
	2012-11-26	26.09	24.81	24.94	25.94	123865000
	2012-11-27	26.5	25.46	26.04	26.15	85760600
	2012-11-28	26.49	25.75	25.94	26.36	49205600
	2012-11-29	27.52	26.16	26.5	27.32	88759700
	2012-11-30	28	26.76	27.26	28	127050000
	2012-12-03	28.88	26.98	28	27.04	123526000
	2012-12-04	27.76	26.68	27.06	27.46	72869200
	2012-12-05	27.9	27.26	27.75	27.71	58976300
	2012-12-06	27.75	26.82	27.68	26.97	46001500
	2012-12-07	27.78	26.84	27.07	27.49	51751900
	2012-12-10	28.17	27.1	27.17	27.84	50608500
	2012-12-11	28.24	27.66	28.07	27.98	77099100
	2012-12-12	28.14	27.37	28	27.58	46704200
	2012-12-13	28.75	27.43	27.59	28.24	81051600
	2012-12-14	28.33	26.76	28.18	26.81	91631600
	2012-12-17	27	26.32	26.77	26.75	57742500
	2012-12-18	27.91	26.9	26.96	27.71	60512900
	2012-12-19	28.22	26.95	27.83	27.41	61390300
	2012-12-20	27.6	27.13	27.49	27.36	35574800
	2012-12-21	27.01	26.12	26.66	26.26	54555200
	2012-12-24	26.96	26.2	26.5	26.93	28230100
	2012-12-26	27.18	26.38	27.03	26.51	33175400
	2012-12-27	26.8	25.52	26.55	26.05	43481700
	2012-12-28	26.11	25.15	25.48	25.91	56574800
	2012-12-31	26.99	26.11	26.2	26.62	60374500
	2013-01-02	28.18	27.42	27.44	28	69846400
	2013-01-03	28.47	27.59	27.88	27.77	63140600
	2013-01-04	28.93	27.83	28.01	28.76	72715400
	2013-01-07	29.79	28.65	28.69	29.42	83781800
	2013-01-08	29.6	28.86	29.51	29.06	45871300
	2013-01-09	30.6	29.49	29.67	30.59	104788000
	2013-01-10	31.45	30.28	30.6	31.3	95316400
	2013-01-11	31.96	31.1	31.28	31.72	89598000
	2013-01-14	32.21	30.62	32.08	30.95	98892800
	2013-01-15	31.71	29.88	30.64	30.1	173243000
	2013-01-16	30.35	29.53	30.21	29.85	75332700
	2013-01-17	30.42	30.03	30.08	30.14	40256700
	2013-01-18	30.44	29.27	30.31	29.66	49631500
	2013-01-22	30.89	29.74	29.75	30.73	55243300
	2013-01-23	31.5	30.8	31.1	30.82	48899800
	2013-01-24	31.49	30.81	31.27	31.08	43845100
	2013-01-25	31.93	31.13	31.41	31.54	54363600
	2013-01-28	32.51	31.81	31.88	32.47	59682500
	2013-01-29	32.07	30.71	32	30.79	72976500
	2013-01-30	31.49	30.88	30.98	31.24	87682100
	2013-01-31	31.47	28.74	29.15	30.98	190745000
	2013-02-01	31.02	29.63	31.01	29.73	85856700
	2013-02-04	29.2	28.01	29.06	28.11	92362200
	2013-02-05	28.96	28.04	28.26	28.64	47948200
	2013-02-06	29.29	28.66	28.74	29.05	38375900
	2013-02-07	29.15	28.27	29.11	28.65	34540100
	2013-02-08	29.17	28.51	28.89	28.55	37708800
	2013-02-11	28.68	28.04	28.61	28.26	37361800
	2013-02-12	28.16	27.1	27.67	27.37	93498700
	2013-02-13	28.32	27.31	27.36	27.91	50164000
	2013-02-14	28.63	28.01	28.02	28.5	35615800
	2013-02-15	28.75	28.09	28.52	28.32	33109300
	2013-02-19	29.08	28.12	28.23	28.93	49396400
	2013-02-20	29.05	28.33	28.92	28.46	42098200
	2013-02-21	28.55	27.15	28.28	27.28	49642300
	2013-02-22	27.63	26.82	27.62	27.13	36350200
	2013-02-25	27.64	27.15	27.16	27.27	34652000
	2013-02-26	27.46	26.7	27.36	27.39	31611700
	2013-02-27	27.34	26.63	27.34	26.87	44319700
	2013-02-28	27.3	26.34	26.84	27.25	83027800
	2013-03-01	28.12	26.81	27.05	27.78	54064800
	2013-03-04	28.06	27.44	27.76	27.72	32400700
	2013-03-05	28.18	27.21	27.88	27.52	40622200
	2013-03-06	28.13	27.35	28.1	27.45	33532600
	2013-03-07	28.68	27.47	27.57	28.58	74540200
	2013-03-08	28.47	27.73	28.43	27.96	44198900
	2013-03-11	28.64	27.83	28.01	28.14	35642100
	2013-03-12	28.32	27.6	28.1	27.83	27569600
	2013-03-13	27.65	26.92	27.62	27.08	39619500
	2013-03-14	27.43	26.83	27.1	27.04	27646400
	2013-03-15	27.06	26.56	27.03	26.65	31597400
	2013-03-18	26.79	25.78	26.37	26.49	26653700
	2013-03-19	26.9	26.21	26.53	26.55	25254200
	2013-03-20	26.69	25.78	26.68	25.86	44006500
	2013-03-21	26.11	25.56	25.66	25.74	24336100
	2013-03-22	26.01	25.63	25.8	25.73	18456300
	2013-03-25	25.8	25.08	25.75	25.13	39199000
	2013-03-26	25.48	25.03	25.08	25.21	26957200
	2013-03-27	26.28	24.72	25	26.09	52297400
	2013-03-28	26.17	25.52	26.09	25.58	28585700
	2013-04-01	25.89	25.28	25.63	25.53	22249300
	2013-04-02	26.12	25.3	25.77	25.42	35153300
	2013-04-03	26.39	25.7	25.83	26.25	48195200
	2013-04-04	27.23	26.11	26.62	27.07	82016800
	2013-04-05	27.8	26.61	26.86	27.39	64566600
	2013-04-08	27.2	26.63	27.19	26.85	27256000
	2013-04-09	26.89	26.42	26.58	26.59	21311100
	2013-04-10	27.84	26.9	27.01	27.57	45949400
	2013-04-11	28.1	27.25	27.48	28.02	33368500
	2013-04-12	28	27.24	28	27.4	28697400
	2013-04-15	27.48	26.36	27.16	26.52	30275400
	2013-04-16	27.11	26.4	26.81	26.92	27365900
	2013-04-17	27.2	26.39	26.65	26.63	26440600
	2013-04-18	26.82	25.15	26.82	25.69	39059000
	2013-04-19	25.96	25.33	25.62	25.73	20380900
	2013-04-22	26.36	25.7	25.81	25.97	25687600
	2013-04-23	26.33	25.77	26.22	25.98	25191500
	2013-04-24	26.4	25.8	25.93	26.11	19729900
	2013-04-25	26.4	26	26.07	26.14	17150000
	2013-04-26	27.62	26.6	26.6	26.85	33018000
	2013-04-29	27.41	26.86	27.16	26.98	29201100
	2013-04-30	27.85	27.01	27.13	27.77	36245700
	2013-05-01	27.92	27.31	27.85	27.43	64567600
	2013-05-02	29.02	27.98	28.01	28.97	104257000
	2013-05-03	29.07	28.15	29.04	28.31	58506400
	2013-05-06	28.46	27.48	28.33	27.57	43939400
	2013-05-07	27.85	26.85	27.55	26.89	41259100
	2013-05-08	27.3	26.65	26.88	27.12	34654900
	2013-05-09	27.55	26.85	27.08	27.04	33457200
	2013-05-10	27.3	26.57	27.14	26.68	30847100
	2013-05-13	27.33	26.53	26.6	26.82	29068800
	2013-05-14	27.28	26.82	26.89	27.07	24930300
	2013-05-15	26.99	26.4	26.92	26.6	30299800
	2013-05-16	26.55	25.9	26.48	26.13	35499100
	2013-05-17	26.6	26.2	26.4	26.25	29462700
	2013-05-20	26.19	25.69	26.18	25.76	42402900
	2013-05-21	26.08	25.59	25.87	25.66	26261300
	2013-05-22	25.85	24.92	25.65	25.16	45314500
	2013-05-23	25.53	24.77	24.8	25.06	37663100
	2013-05-24	24.97	24.08	24.97	24.31	58727900
	2013-05-28	24.54	23.92	24.54	24.1	50079700
	2013-05-29	23.81	23.26	23.79	23.32	64237800
	2013-05-30	24.78	23.93	24.13	24.55	60733200
	2013-05-31	24.95	24.27	24.63	24.35	35925000
	2013-06-03	24.32	23.71	24.27	23.85	35733800
	2013-06-04	23.93	23.32	23.89	23.52	34760800
	2013-06-05	23.71	22.79	23.35	22.9	53819700
	2013-06-06	23.09	22.67	22.99	22.97	31260700
	2013-06-07	23.4	22.86	23.03	23.29	38699200
	2013-06-10	24.6	23.99	24.06	24.33	58393000
	2013-06-11	24.35	24	24.03	24.03	29885900
	2013-06-12	24.26	23.58	24.16	23.77	26445800
	2013-06-13	23.83	23.27	23.72	23.73	31189300
	2013-06-14	23.89	23.26	23.56	23.63	30677100
	2013-06-17	24.25	23.75	23.91	24.02	33664500
	2013-06-18	24.69	24.08	24.09	24.21	36709100
	2013-06-19	25.19	24.1	24.2	24.31	31790600
	2013-06-20	24.75	23.65	24.28	23.9	42765600
	2013-06-21	24.7	24.05	24.59	24.53	45833900
	2013-06-24	24.11	23.38	23.95	23.94	40626000
	2013-06-25	24.43	24.04	24.14	24.25	24713200
	2013-06-26	24.65	23.99	24.51	24.16	29890300
	2013-06-27	24.84	24.21	24.24	24.66	34694100
	2013-06-28	24.98	24.42	24.68	24.88	96778900
	2013-07-01	25.06	24.62	24.97	24.81	20582200
	2013-07-02	24.77	24.3	24.7	24.41	18394100
	2013-07-03	24.71	24.15	24.22	24.52	10404400
	2013-07-05	24.66	24.2	24.65	24.37	20229500
	2013-07-08	25.04	24.42	24.47	24.71	27064600
	2013-07-09	25.49	25.03	25.07	25.48	30387900
	2013-07-10	25.83	25.47	25.58	25.8	26721800
	2013-07-11	26	25.45	25.96	25.81	26777400
	2013-07-12	25.93	25.55	25.74	25.91	16537900
	2013-07-15	26.43	25.65	25.93	26.28	24234000
	2013-07-16	26.75	26.01	26.39	26.32	30817600
	2013-07-17	26.78	26.3	26.37	26.65	21518500
	2013-07-18	26.77	26.12	26.75	26.18	24806900
	2013-07-19	26.11	25.6	25.82	25.88	46539700
	2013-07-22	26.13	25.72	25.99	26.05	27526300
	2013-07-23	26.3	25.97	26.1	26.13	28221600
	2013-07-24	26.53	26.05	26.32	26.51	82635600
	2013-07-25	34.88	32.75	33.54	34.36	365458000
	2013-07-26	34.73	33.56	33.77	34.01	136029000
	2013-07-29	35.63	34.01	34.07	35.43	124719000
	2013-07-30	37.96	35.32	35.65	37.63	173583000
	2013-07-31	38.31	36.33	37.96	36.8	154829000
	2013-08-01	38.29	36.92	37.3	37.49	106066000
	2013-08-02	38.49	37.5	37.66	38.05	73058500
	2013-08-05	39.32	38.25	38.43	39.19	79994800
	2013-08-06	39.25	37.94	39.11	38.55	63950800
	2013-08-07	38.94	37.7	38.61	38.87	68854800
	2013-08-08	39.19	38.43	39.13	38.54	41301000
	2013-08-09	38.74	38.01	38.59	38.5	43532300
	2013-08-12	38.5	38.1	38.2	38.22	31161000
	2013-08-13	38.32	36.77	38.24	37.02	65379200
	2013-08-14	37.55	36.62	36.83	36.65	48423900
	2013-08-15	37.07	36.02	36.36	36.56	56521100
	2013-08-16	37.49	36.9	36.97	37.08	45840800
	2013-08-19	38.28	37.14	37.43	37.81	57609600
	2013-08-20	38.58	37.69	38.35	38.41	57995200
	2013-08-21	38.85	38.15	38.38	38.32	46116900
	2013-08-22	38.75	38.34	38.37	38.55	21931200
	2013-08-23	40.63	38.93	39	40.55	86442300
	2013-08-26	41.94	40.62	40.9	41.34	94162400
	2013-08-27	41.2	39.42	40.68	39.64	72695100
	2013-08-28	40.85	39.88	39.96	40.55	57918200
	2013-08-29	41.78	40.8	40.89	41.28	58303400
	2013-08-30	42.26	41.06	42.02	41.29	67735100
	2013-09-03	42.16	41.51	41.84	41.87	48774900
	2013-09-04	42.17	41.44	42.01	41.78	42581900
	2013-09-05	42.77	41.77	41.79	42.66	50035400
	2013-09-06	44.61	42.4	43.09	43.95	117536000
	2013-09-09	44.79	43.7	44.36	44.04	75794700
	2013-09-10	44.26	43.23	44.24	43.6	54540300
	2013-09-11	45.09	43.11	43.39	45.04	72328300
	2013-09-12	45.62	44.65	45.53	44.75	68072300
	2013-09-13	45.08	43.93	45.04	44.31	52765300
	2013-09-16	44.94	42.43	44.85	42.51	70424200
	2013-09-17	45.44	42.43	42.5	45.07	91934600
	2013-09-18	45.47	44.4	44.84	45.23	79317000
	2013-09-19	46.05	45.23	45.51	45.98	63972400
	2013-09-20	47.6	45.74	46.32	47.49	115508000
	2013-09-23	47.55	46.29	47.28	47.19	75177000
	2013-09-24	49.66	48.16	48.51	48.45	136716000
	2013-09-25	49.54	48.46	49.23	49.46	87879700
	2013-09-26	50.6	49.5	50.01	50.39	98220100
	2013-09-27	51.28	49.86	50.29	51.24	81410500
	2013-09-30	51.6	49.8	50.14	50.23	100095000
	2013-10-01	51.03	49.45	49.97	50.42	98114000
	2013-10-02	51.1	49.95	50.13	50.28	62834000
	2013-10-03	50.72	49.06	50.47	49.18	82045000
	2013-10-04	51.16	49.57	49.77	51.04	74447000
	2013-10-07	51.29	50.4	50.73	50.52	57204000
	2013-10-08	50.6	47.08	50.6	47.14	136081000
	2013-10-09	47.84	45.26	47.38	46.77	147297000
	2013-10-10	49.68	47.83	47.87	49.05	99774000
	2013-10-11	49.87	48.79	49.18	49.11	58428000
	2013-10-14	49.63	47.91	48.31	49.51	68781000
	2013-10-15	51	49.18	49.99	49.5	81167000
	2013-10-16	51.24	49.9	50.04	51.14	64678000
	2013-10-17	52.22	50.95	51.12	52.21	71522000
	2013-10-18	54.83	53.6	54.18	54.22	88260000
	2013-10-21	54.81	53.51	54.68	53.85	58235000
	2013-10-22	54.76	52.2	54.33	52.68	83204000
	2013-10-23	52.25	51.13	51.75	51.9	57207000
	2013-10-24	52.84	51.59	52.38	52.45	46775000
	2013-10-25	53.24	51.88	53.18	51.95	45085000
	2013-10-28	51.7	49.61	51.54	50.23	73472000
	2013-10-29	50.79	49.25	50.73	49.4	102143000
	2013-10-30	50.21	48.75	50	49.01	127073000
	2013-10-31	52	46.5	47.16	50.21	248809000
	2013-11-01	52.09	49.72	50.85	49.75	95033000
	2013-11-04	49.75	48.02	49.37	48.22	80371000
	2013-11-05	50.18	47.51	47.79	50.11	76835000
	2013-11-06	50.45	48.71	50.26	49.12	67889000
	2013-11-07	49.87	47.3	49.24	47.56	97128000
	2013-11-08	48.65	47.25	47.81	47.53	70731000
	2013-11-11	47.53	45.73	47.04	46.2	80910000
	2013-11-12	47.37	45.83	46	46.61	68196000
	2013-11-13	48.74	46.06	46.23	48.71	79245000
	2013-11-14	49.57	48.03	48.7	48.99	75117000
	2013-11-15	49.48	48.71	49.11	49.01	42453000
	2013-11-18	48.84	45.8	48.47	45.83	85910000
	2013-11-19	47	45.72	46.26	46.36	75602000
	2013-11-20	47.55	46.31	46.61	46.43	53933000
	2013-11-21	47.46	46.69	46.99	46.7	34886000
	2013-11-22	47.27	45.96	47.04	46.23	40545000
	2013-11-25	46.65	44.04	46.36	44.82	82565000
	2013-11-26	46.17	43.55	44.66	45.89	82016000
	2013-11-27	46.67	45.53	45.97	46.49	44993000
	2013-11-29	47.21	46.5	46.75	47.01	22953900
	2013-12-02	47.54	46.26	46.9	47.06	50774000
	2013-12-03	47.2	46.29	46.75	46.73	32086000
	2013-12-04	48.77	46.26	46.46	48.62	60890000
	2013-12-05	48.7	47.87	48.15	48.34	43855000
	2013-12-06	49.39	47.71	48.98	47.94	42938000
	2013-12-09	48.97	47.74	48.09	48.84	36056000
	2013-12-10	50.77	48.54	48.64	50.25	68479000
	2013-12-11	50.77	49.01	50.55	49.38	65776000
	2013-12-12	52.07	50.66	51.05	51.83	92723000
	2013-12-13	53.5	51.34	51.66	53.32	82641000
	2013-12-16	54.5	52.91	53.25	53.81	85119000
	2013-12-17	55.18	54.24	54.76	54.86	78751000
	2013-12-18	55.89	53.75	54.86	55.57	76003000
	2013-12-19	55.19	53.95	54.33	55.05	89753200
	2013-12-20	55.15	54.23	54.93	55.12	239824000
	2013-12-23	58.32	55.45	55.5	57.77	98297000
	2013-12-24	58.58	56.91	58.27	57.96	46617800
	2013-12-26	58.38	57.37	58.32	57.73	55101000
	2013-12-27	57.68	55.25	57.48	55.44	60466000
	2013-12-30	55.18	53.43	54.93	53.71	68307000
	2013-12-31	54.86	53.91	54.12	54.65	43076200
	2014-01-02	55.22	54.19	54.83	54.71	43195500
	2014-01-03	55.65	54.53	55.02	54.56	38246200
	2014-01-06	57.26	54.05	54.42	57.2	68852600
	2014-01-07	58.55	57.22	57.7	57.92	77207400
	2014-01-08	58.41	57.23	57.6	58.23	56682400
	2014-01-09	58.96	56.65	58.65	57.22	92253300
	2014-01-10	58.3	57.06	57.13	57.94	42449500
	2014-01-13	58.25	55.38	57.91	55.91	63010900
	2014-01-14	57.78	56.1	56.46	57.74	37503600
	2014-01-15	58.57	57.27	57.98	57.6	33663400
	2014-01-16	58.02	56.83	57.26	57.19	34541800
	2014-01-17	57.82	56.07	57.3	56.3	40849200
	2014-01-21	58.58	56.5	56.6	58.51	48669200
	2014-01-22	59.31	57.1	58.85	57.51	61352900
	2014-01-23	56.68	55.69	56.37	56.63	47951800
	2014-01-24	56.42	54.4	56.15	54.45	55200700
	2014-01-27	54.94	51.85	54.73	53.55	73924100
	2014-01-28	55.28	54	54.02	55.14	48191200
	2014-01-29	54.95	53.19	54.61	53.53	92995600
	2014-01-30	62.5	60.46	62.12	61.08	150179000
	2014-01-31	63.37	60.17	60.47	62.57	87794600
	2014-02-03	63.77	60.7	63.03	61.48	74866600
	2014-02-04	63.14	61.82	62.05	62.75	45985500
	2014-02-05	63.16	61.27	62.74	62.19	51685100
	2014-02-06	62.78	61.46	61.46	62.16	42086500
	2014-02-07	64.57	62.22	62.27	64.32	60704300
	2014-02-10	64.49	63.47	64.3	63.55	43666100
	2014-02-11	65	63.35	63.75	64.85	45675600
	2014-02-12	65.06	64.05	64.92	64.45	47282100
	2014-02-13	67.33	64.05	64.18	67.33	61911700
	2014-02-14	67.58	66.72	67.5	67.09	36694900
	2014-02-18	67.54	66.07	66.94	67.3	43809900
	2014-02-19	69.08	67	67.05	68.06	62087100
	2014-02-20	70.11	65.73	67.73	69.63	130929000
	2014-02-21	69.96	68.45	69.69	68.59	70932400
	2014-02-24	71.44	68.54	68.74	70.78	76620300
	2014-02-25	71	69.45	70.95	69.85	52077000
	2014-02-26	71.22	68.85	70.19	69.26	55322700
	2014-02-27	70.01	68.87	69.34	68.94	41653700
	2014-02-28	69.88	67.38	69.47	68.46	66783700
	2014-03-03	68.05	66.51	66.96	67.41	56824100
	2014-03-04	68.9	67.62	68.66	68.8	42013500
	2014-03-05	71.97	69.62	69.69	71.57	74567700
	2014-03-06	71.89	70.25	71.88	70.84	46026500
	2014-03-07	71.18	69.47	71.08	69.8	38927000
	2014-03-10	72.15	70.51	70.77	72.03	59871600
	2014-03-11	72.59	69.96	72.5	70.1	59408300
	2014-03-12	71.35	69	69.86	70.88	46340500
	2014-03-13	71.35	68.15	71.29	68.83	57091000
	2014-03-14	69.43	67.46	68.49	67.72	48227000
	2014-03-17	68.95	66.62	68.18	68.74	52197000
	2014-03-18	69.6	68.3	68.76	69.19	40827000
	2014-03-19	69.29	67.47	69.17	68.24	43981000
	2014-03-20	68.23	66.82	68.01	66.97	44439000
	2014-03-21	67.92	66.18	67.53	67.24	59999900
	2014-03-24	67.36	63.36	67.19	64.1	85696000
	2014-03-25	66.19	63.78	64.89	64.89	68786000
	2014-03-26	64.95	60.37	64.74	60.39	97503900
	2014-03-27	61.9	57.98	60.51	60.97	112650000
	2014-03-28	61.95	59.34	61.34	60.01	67052000
	2014-03-31	61.52	59.87	60.78	60.24	53011000
	2014-04-01	62.66	60.24	60.46	62.62	59291000
	2014-04-02	63.91	62.21	63.21	62.72	66277000
	2014-04-03	63.17	59.13	62.55	59.49	83859000
	2014-04-04	60.2	56.32	59.94	56.75	125214000
	2014-04-07	58	55.44	55.9	56.95	108488000
	2014-04-08	58.71	57.17	57.68	58.19	78836000
	2014-04-09	62.46	59.19	59.63	62.41	100215000
	2014-04-10	63.18	58.68	63.08	59.16	114988000
	2014-04-11	60.31	57.31	57.6	58.53	91452000
	2014-04-14	60.45	57.78	60.09	58.89	72325000
	2014-04-15	59.68	55.88	59.29	59.09	108623000
	2014-04-16	60.19	57.74	59.79	59.72	78774000
	2014-04-17	60.58	58.72	59.3	58.94	88040000
	2014-04-21	61.24	59.15	59.46	61.24	60364000
	2014-04-22	63.44	62.22	62.65	63.03	60631000
	2014-04-23	63.48	61.26	63.45	61.36	95908700
	2014-04-24	63.65	59.77	63.6	60.87	138769000
	2014-04-25	60.01	57.57	59.97	57.71	92502000
	2014-04-28	58.31	54.66	58.05	56.14	107758000
	2014-04-29	58.28	55.84	56.09	58.15	75557000
	2014-04-30	59.85	57.16	57.58	59.78	76093000
	2014-05-01	62.28	60.21	60.43	61.15	82429000
	2014-05-02	61.89	60.18	61.3	60.46	54189000
	2014-05-05	61.35	59.18	59.67	61.22	46057000
	2014-05-06	61.15	58.49	60.98	58.53	55901000
	2014-05-07	59.3	56.26	58.77	57.39	78587000
	2014-05-08	58.82	56.5	57.23	56.76	61251000
	2014-05-09	57.65	56.38	56.85	57.24	52584000
	2014-05-12	59.9	57.98	57.98	59.83	48575000
	2014-05-13	60.89	59.51	59.66	59.83	48525000
	2014-05-14	60.45	58.95	59.53	59.23	47429000
	2014-05-15	59.38	57.52	59.26	57.92	56814000
	2014-05-16	58.45	57.31	58.31	58.02	47933000
